t;dt;x;y;z;vx;vy;vz
2459587.2083;2022-Jan-07 17:00:00;-4.4090724246E+07;1.4107285117E+08;-1.1976688550E+04;-2.8767923208E+01;-7.8790545747E+00;2.9518115152E-02
2459587.2500;2022-Jan-07 18:00:00;-4.4194294601E+07;1.4104445060E+08;-1.1868952203E+04;-2.8771159640E+01;-7.8990545090E+00;3.0334679018E-02
2459587.2917;2022-Jan-07 19:00:00;-4.4297876575E+07;1.4101597787E+08;-1.1758284161E+04;-2.8774378725E+01;-7.9191435935E+00;3.1146825593E-02
2459587.3333;2022-Jan-07 20:00:00;-4.4401470106E+07;1.4098743266E+08;-1.1644700428E+04;-2.8777579582E+01;-7.9393215198E+00;3.1954497888E-02
2459587.3750;2022-Jan-07 21:00:00;-4.4505075125E+07;1.4095881465E+08;-1.1528217213E+04;-2.8780761336E+01;-7.9595879727E+00;3.2757639867E-02
2459587.4167;2022-Jan-07 22:00:00;-4.4608691563E+07;1.4093012352E+08;-1.1408850924E+04;-2.8783923122E+01;-7.9799426304E+00;3.3556196441E-02
2459587.4583;2022-Jan-07 23:00:00;-4.4712319347E+07;1.4090135896E+08;-1.1286618166E+04;-2.8787064082E+01;-8.0003851649E+00;3.4350113460E-02
2459587.5000;2022-Jan-08 00:00:00;-4.4815958399E+07;1.4087252064E+08;-1.1161535738E+04;-2.8790183368E+01;-8.0209152417E+00;3.5139337705E-02
2459587.5417;2022-Jan-08 01:00:00;-4.4919608640E+07;1.4084360826E+08;-1.1033620629E+04;-2.8793280138E+01;-8.0415325203E+00;3.5923816877E-02
2459587.5833;2022-Jan-08 02:00:00;-4.5023269988E+07;1.4081462150E+08;-1.0902890013E+04;-2.8796353560E+01;-8.0622366546E+00;3.6703499588E-02
2459587.6250;2022-Jan-08 03:00:00;-4.5126942356E+07;1.4078556005E+08;-1.0769361248E+04;-2.8799402807E+01;-8.0830272924E+00;3.7478335354E-02
2459587.6667;2022-Jan-08 04:00:00;-4.5230625658E+07;1.4075642360E+08;-1.0633051874E+04;-2.8802427062E+01;-8.1039040761E+00;3.8248274585E-02
2459587.7083;2022-Jan-08 05:00:00;-4.5334319800E+07;1.4072721184E+08;-1.0493979605E+04;-2.8805425518E+01;-8.1248666428E+00;3.9013268575E-02
2459587.7500;2022-Jan-08 06:00:00;-4.5438024690E+07;1.4069792446E+08;-1.0352162332E+04;-2.8808397372E+01;-8.1459146243E+00;3.9773269493E-02
2459587.7917;2022-Jan-08 07:00:00;-4.5541740228E+07;1.4066856115E+08;-1.0207618113E+04;-2.8811341832E+01;-8.1670476472E+00;4.0528230376E-02
2459587.8333;2022-Jan-08 08:00:00;-4.5645466317E+07;1.4063912162E+08;-1.0060365177E+04;-2.8814258112E+01;-8.1882653333E+00;4.1278105114E-02
2459587.8750;2022-Jan-08 09:00:00;-4.5749202852E+07;1.4060960554E+08;-9.9104219141E+03;-2.8817145435E+01;-8.2095672998E+00;4.2022848445E-02
2459587.9167;2022-Jan-08 10:00:00;-4.5852949728E+07;1.4058001263E+08;-9.7578068788E+03;-2.8820003031E+01;-8.2309531588E+00;4.2762415946E-02
2459587.9583;2022-Jan-08 11:00:00;-4.5956706837E+07;1.4055034258E+08;-9.6025387826E+03;-2.8822830139E+01;-8.2524225184E+00;4.3496764020E-02
2459588.0000;2022-Jan-08 12:00:00;-4.6060474068E+07;1.4052059509E+08;-9.4446364926E+03;-2.8825626005E+01;-8.2739749822E+00;4.4225849887E-02
2459588.0417;2022-Jan-08 13:00:00;-4.6164251306E+07;1.4049076986E+08;-9.2841190285E+03;-2.8828389881E+01;-8.2956101494E+00;4.4949631578E-02
2459588.0833;2022-Jan-08 14:00:00;-4.6268038436E+07;1.4046086660E+08;-9.1210055597E+03;-2.8831121031E+01;-8.3173276155E+00;4.5668067919E-02
2459588.1250;2022-Jan-08 15:00:00;-4.6371835337E+07;1.4043088500E+08;-8.9553154024E+03;-2.8833818722E+01;-8.3391269717E+00;4.6381118527E-02
2459588.1667;2022-Jan-08 16:00:00;-4.6475641890E+07;1.4040082479E+08;-8.7870680167E+03;-2.8836482232E+01;-8.3610078057E+00;4.7088743798E-02
2459588.2083;2022-Jan-08 17:00:00;-4.6579457968E+07;1.4037068565E+08;-8.6162830040E+03;-2.8839110844E+01;-8.3829697013E+00;4.7790904896E-02
2459588.2500;2022-Jan-08 18:00:00;-4.6683283445E+07;1.4034046731E+08;-8.4429801042E+03;-2.8841703850E+01;-8.4050122390E+00;4.8487563746E-02
2459588.2917;2022-Jan-08 19:00:00;-4.6787118192E+07;1.4031016947E+08;-8.2671791926E+03;-2.8844260549E+01;-8.4271349957E+00;4.9178683021E-02
2459588.3333;2022-Jan-08 20:00:00;-4.6890962076E+07;1.4027979184E+08;-8.0889002778E+03;-2.8846780247E+01;-8.4493375450E+00;4.9864226135E-02
2459588.3750;2022-Jan-08 21:00:00;-4.6994814964E+07;1.4024933414E+08;-7.9081634989E+03;-2.8849262257E+01;-8.4716194575E+00;5.0544157233E-02
2459588.4167;2022-Jan-08 22:00:00;-4.7098676719E+07;1.4021879608E+08;-7.7249891224E+03;-2.8851705902E+01;-8.4939803004E+00;5.1218441179E-02
2459588.4583;2022-Jan-08 23:00:00;-4.7202547200E+07;1.4018817739E+08;-7.5393975403E+03;-2.8854110508E+01;-8.5164196382E+00;5.1887043550E-02
2459588.5000;2022-Jan-09 00:00:00;-4.7306426267E+07;1.4015747777E+08;-7.3514092672E+03;-2.8856475411E+01;-8.5389370325E+00;5.2549930622E-02
2459588.5417;2022-Jan-09 01:00:00;-4.7410313775E+07;1.4012669695E+08;-7.1610449378E+03;-2.8858799953E+01;-8.5615320421E+00;5.3207069365E-02
2459588.5833;2022-Jan-09 02:00:00;-4.7514209577E+07;1.4009583465E+08;-6.9683253046E+03;-2.8861083483E+01;-8.5842042232E+00;5.3858427429E-02
2459588.6250;2022-Jan-09 03:00:00;-4.7618113526E+07;1.4006489059E+08;-6.7732712352E+03;-2.8863325358E+01;-8.6069531294E+00;5.4503973139E-02
2459588.6667;2022-Jan-09 04:00:00;-4.7722025469E+07;1.4003386449E+08;-6.5759037101E+03;-2.8865524940E+01;-8.6297783121E+00;5.5143675482E-02
2459588.7083;2022-Jan-09 05:00:00;-4.7825945254E+07;1.4000275609E+08;-6.3762438202E+03;-2.8867681599E+01;-8.6526793199E+00;5.5777504100E-02
2459588.7500;2022-Jan-09 06:00:00;-4.7929872724E+07;1.3997156511E+08;-6.1743127647E+03;-2.8869794712E+01;-8.6756556995E+00;5.6405429279E-02
2459588.7917;2022-Jan-09 07:00:00;-4.8033807723E+07;1.3994029128E+08;-5.9701318485E+03;-2.8871863662E+01;-8.6987069954E+00;5.7027421941E-02
2459588.8333;2022-Jan-09 08:00:00;-4.8137750089E+07;1.3990893433E+08;-5.7637224799E+03;-2.8873887839E+01;-8.7218327499E+00;5.7643453633E-02
2459588.8750;2022-Jan-09 09:00:00;-4.8241699661E+07;1.3987749400E+08;-5.5551061689E+03;-2.8875866639E+01;-8.7450325033E+00;5.8253496520E-02
2459588.9167;2022-Jan-09 10:00:00;-4.8345656273E+07;1.3984597001E+08;-5.3443045242E+03;-2.8877799465E+01;-8.7683057941E+00;5.8857523378E-02
2459588.9583;2022-Jan-09 11:00:00;-4.8449619761E+07;1.3981436211E+08;-5.1313392518E+03;-2.8879685726E+01;-8.7916521589E+00;5.9455507578E-02
2459589.0000;2022-Jan-09 12:00:00;-4.8553589954E+07;1.3978267003E+08;-4.9162321521E+03;-2.8881524838E+01;-8.8150711325E+00;6.0047423083E-02
2459589.0417;2022-Jan-09 13:00:00;-4.8657566682E+07;1.3975089351E+08;-4.6990051186E+03;-2.8883316223E+01;-8.8385622482E+00;6.0633244439E-02
2459589.0833;2022-Jan-09 14:00:00;-4.8761549773E+07;1.3971903229E+08;-4.4796801350E+03;-2.8885059309E+01;-8.8621250376E+00;6.1212946765E-02
2459589.1250;2022-Jan-09 15:00:00;-4.8865539051E+07;1.3968708612E+08;-4.2582792739E+03;-2.8886753530E+01;-8.8857590306E+00;6.1786505742E-02
2459589.1667;2022-Jan-09 16:00:00;-4.8969534339E+07;1.3965505474E+08;-4.0348246942E+03;-2.8888398326E+01;-8.9094637558E+00;6.2353897610E-02
2459589.2083;2022-Jan-09 17:00:00;-4.9073535459E+07;1.3962293790E+08;-3.8093386395E+03;-2.8889993143E+01;-8.9332387403E+00;6.2915099156E-02
2459589.2500;2022-Jan-09 18:00:00;-4.9177542229E+07;1.3959073534E+08;-3.5818434359E+03;-2.8891537435E+01;-8.9570835101E+00;6.3470087704E-02
2459589.2917;2022-Jan-09 19:00:00;-4.9281554467E+07;1.3955844681E+08;-3.3523614903E+03;-2.8893030658E+01;-8.9809975896E+00;6.4018841112E-02
2459589.3333;2022-Jan-09 20:00:00;-4.9385571988E+07;1.3952607207E+08;-3.1209152881E+03;-2.8894472277E+01;-9.0049805021E+00;6.4561337761E-02
2459589.3750;2022-Jan-09 21:00:00;-4.9489594605E+07;1.3949361087E+08;-2.8875273918E+03;-2.8895861760E+01;-9.0290317698E+00;6.5097556546E-02
2459589.4167;2022-Jan-09 22:00:00;-4.9593622129E+07;1.3946106296E+08;-2.6522204391E+03;-2.8897198585E+01;-9.0531509137E+00;6.5627476869E-02
2459589.4583;2022-Jan-09 23:00:00;-4.9697654371E+07;1.3942842810E+08;-2.4150171407E+03;-2.8898482230E+01;-9.0773374538E+00;6.6151078634E-02
2459589.5000;2022-Jan-10 00:00:00;-4.9801691137E+07;1.3939570605E+08;-2.1759402788E+03;-2.8899712183E+01;-9.1015909091E+00;6.6668342235E-02
2459589.5417;2022-Jan-10 01:00:00;-4.9905732234E+07;1.3936289657E+08;-1.9350127053E+03;-2.8900887935E+01;-9.1259107976E+00;6.7179248551E-02
2459589.5833;2022-Jan-10 02:00:00;-5.0009777465E+07;1.3932999942E+08;-1.6922573403E+03;-2.8902008983E+01;-9.1502966363E+00;6.7683778937E-02
2459589.6250;2022-Jan-10 03:00:00;-5.0113826632E+07;1.3929701436E+08;-1.4476971699E+03;-2.8903074830E+01;-9.1747479415E+00;6.8181915221E-02
2459589.6667;2022-Jan-10 04:00:00;-5.0217879536E+07;1.3926394115E+08;-1.2013552449E+03;-2.8904084983E+01;-9.1992642286E+00;6.8673639690E-02
2459589.7083;2022-Jan-10 05:00:00;-5.0321935976E+07;1.3923077958E+08;-9.5325467905E+02;-2.8905038955E+01;-9.2238450121E+00;6.9158935088E-02
2459589.7500;2022-Jan-10 06:00:00;-5.0425995749E+07;1.3919752939E+08;-7.0341864736E+02;-2.8905936265E+01;-9.2484898059E+00;6.9637784608E-02
2459589.7917;2022-Jan-10 07:00:00;-5.0530058649E+07;1.3916419037E+08;-4.5187038459E+02;-2.8906776435E+01;-9.2731981232E+00;7.0110171886E-02
2459589.8333;2022-Jan-10 08:00:00;-5.0634124470E+07;1.3913076229E+08;-1.9863318361E+02;-2.8907558993E+01;-9.2979694763E+00;7.0576080991E-02
2459589.8750;2022-Jan-10 09:00:00;-5.0738193004E+07;1.3909724492E+08;5.6269606121E+01;-2.8908283473E+01;-9.3228033771E+00;7.1035496420E-02
2459589.9167;2022-Jan-10 10:00:00;-5.0842264041E+07;1.3906363803E+08;3.1281458010E+02;-2.8908949411E+01;-9.3476993367E+00;7.1488403096E-02
2459589.9583;2022-Jan-10 11:00:00;-5.0946337369E+07;1.3902994141E+08;5.7097828030E+02;-2.8909556351E+01;-9.3726568658E+00;7.1934786354E-02
2459590.0000;2022-Jan-10 12:00:00;-5.1050412775E+07;1.3899615483E+08;8.3073719663E+02;-2.8910103840E+01;-9.3976754743E+00;7.2374631942E-02
2459590.0417;2022-Jan-10 13:00:00;-5.1154490045E+07;1.3896227807E+08;1.0920677684E+03;-2.8910591429E+01;-9.4227546718E+00;7.2807926007E-02
2459590.0833;2022-Jan-10 14:00:00;-5.1258568961E+07;1.3892831092E+08;1.3549463859E+03;-2.8911018676E+01;-9.4478939671E+00;7.3234655099E-02
2459590.1250;2022-Jan-10 15:00:00;-5.1362649306E+07;1.3889425316E+08;1.6193493915E+03;-2.8911385141E+01;-9.4730928689E+00;7.3654806155E-02
2459590.1667;2022-Jan-10 16:00:00;-5.1466730861E+07;1.3886010458E+08;1.8852530813E+03;-2.8911690390E+01;-9.4983508850E+00;7.4068366503E-02
2459590.2083;2022-Jan-10 17:00:00;-5.1570813403E+07;1.3882586497E+08;2.1526337067E+03;-2.8911933993E+01;-9.5236675232E+00;7.4475323847E-02
2459590.2500;2022-Jan-10 18:00:00;-5.1674896711E+07;1.3879153411E+08;2.4214674751E+03;-2.8912115524E+01;-9.5490422904E+00;7.4875666268E-02
2459590.2917;2022-Jan-10 19:00:00;-5.1778980560E+07;1.3875711179E+08;2.6917305520E+03;-2.8912234563E+01;-9.5744746934E+00;7.5269382219E-02
2459590.3333;2022-Jan-10 20:00:00;-5.1883064724E+07;1.3872259782E+08;2.9633990619E+03;-2.8912290691E+01;-9.5999642386E+00;7.5656460513E-02
2459590.3750;2022-Jan-10 21:00:00;-5.1987148977E+07;1.3868799198E+08;3.2364490895E+03;-2.8912283497E+01;-9.6255104318E+00;7.6036890327E-02
2459590.4167;2022-Jan-10 22:00:00;-5.2091233089E+07;1.3865329408E+08;3.5108566815E+03;-2.8912212570E+01;-9.6511127786E+00;7.6410661190E-02
2459590.4583;2022-Jan-10 23:00:00;-5.2195316830E+07;1.3861850391E+08;3.7865978472E+03;-2.8912077508E+01;-9.6767707842E+00;7.6777762981E-02
2459590.5000;2022-Jan-11 00:00:00;-5.2299399970E+07;1.3858362126E+08;4.0636485603E+03;-2.8911877909E+01;-9.7024839534E+00;7.7138185925E-02
2459590.5417;2022-Jan-11 01:00:00;-5.2403482273E+07;1.3854864596E+08;4.3419847599E+03;-2.8911613376E+01;-9.7282517907E+00;7.7491920587E-02
2459590.5833;2022-Jan-11 02:00:00;-5.2507563508E+07;1.3851357779E+08;4.6215823517E+03;-2.8911283517E+01;-9.7540738003E+00;7.7838957868E-02
2459590.6250;2022-Jan-11 03:00:00;-5.2611643436E+07;1.3847841656E+08;4.9024172092E+03;-2.8910887942E+01;-9.7799494859E+00;7.8179289002E-02
2459590.6667;2022-Jan-11 04:00:00;-5.2715721821E+07;1.3844316209E+08;5.1844651750E+03;-2.8910426268E+01;-9.8058783510E+00;7.8512905548E-02
2459590.7083;2022-Jan-11 05:00:00;-5.2819798425E+07;1.3840781417E+08;5.4677020619E+03;-2.8909898112E+01;-9.8318598988E+00;7.8839799390E-02
2459590.7500;2022-Jan-11 06:00:00;-5.2923873008E+07;1.3837237263E+08;5.7521036540E+03;-2.8909303097E+01;-9.8578936321E+00;7.9159962732E-02
2459590.7917;2022-Jan-11 07:00:00;-5.3027945327E+07;1.3833683728E+08;6.0376457079E+03;-2.8908640850E+01;-9.8839790534E+00;7.9473388093E-02
2459590.8333;2022-Jan-11 08:00:00;-5.3132015141E+07;1.3830120792E+08;6.3243039540E+03;-2.8907911000E+01;-9.9101156649E+00;7.9780068304E-02
2459590.8750;2022-Jan-11 09:00:00;-5.3236082205E+07;1.3826548438E+08;6.6120540973E+03;-2.8907113180E+01;-9.9363029685E+00;8.0079996505E-02
2459590.9167;2022-Jan-11 10:00:00;-5.3340146273E+07;1.3822966648E+08;6.9008718186E+03;-2.8906247027E+01;-9.9625404657E+00;8.0373166139E-02
2459590.9583;2022-Jan-11 11:00:00;-5.3444207101E+07;1.3819375403E+08;7.1907327757E+03;-2.8905312182E+01;-9.9888276577E+00;8.0659570953E-02
2459591.0000;2022-Jan-11 12:00:00;-5.3548264438E+07;1.3815774686E+08;7.4816126045E+03;-2.8904308289E+01;-1.0015164045E+01;8.0939204991E-02
2459591.0417;2022-Jan-11 13:00:00;-5.3652318037E+07;1.3812164479E+08;7.7734869199E+03;-2.8903234994E+01;-1.0041549129E+01;8.1212062592E-02
2459591.0833;2022-Jan-11 14:00:00;-5.3756367647E+07;1.3808544765E+08;8.0663313170E+03;-2.8902091949E+01;-1.0067982410E+01;8.1478138387E-02
2459591.1250;2022-Jan-11 15:00:00;-5.3860413015E+07;1.3804915526E+08;8.3601213720E+03;-2.8900878808E+01;-1.0094463386E+01;8.1737427298E-02
2459591.1667;2022-Jan-11 16:00:00;-5.3964453889E+07;1.3801276746E+08;8.6548326435E+03;-2.8899595228E+01;-1.0120991559E+01;8.1989924532E-02
2459591.2083;2022-Jan-11 17:00:00;-5.4068490016E+07;1.3797628407E+08;8.9504406732E+03;-2.8898240868E+01;-1.0147566426E+01;8.2235625580E-02
2459591.2500;2022-Jan-11 18:00:00;-5.4172521138E+07;1.3793970492E+08;9.2469209872E+03;-2.8896815394E+01;-1.0174187488E+01;8.2474526215E-02
2459591.2917;2022-Jan-11 19:00:00;-5.4276547001E+07;1.3790302986E+08;9.5442490967E+03;-2.8895318473E+01;-1.0200854241E+01;8.2706622488E-02
2459591.3333;2022-Jan-11 20:00:00;-5.4380567345E+07;1.3786625872E+08;9.8424004994E+03;-2.8893749773E+01;-1.0227566185E+01;8.2931910726E-02
2459591.3750;2022-Jan-11 21:00:00;-5.4484581913E+07;1.3782939133E+08;1.0141350680E+04;-2.8892108969E+01;-1.0254322816E+01;8.3150387533E-02
2459591.4167;2022-Jan-11 22:00:00;-5.4588590443E+07;1.3779242754E+08;1.0441075112E+04;-2.8890395736E+01;-1.0281123632E+01;8.3362049782E-02
2459591.4583;2022-Jan-11 23:00:00;-5.4692592675E+07;1.3775536719E+08;1.0741549258E+04;-2.8888609754E+01;-1.0307968130E+01;8.3566894618E-02
2459591.5000;2022-Jan-12 00:00:00;-5.4796588345E+07;1.3771821012E+08;1.1042748569E+04;-2.8886750706E+01;-1.0334855806E+01;8.3764919455E-02
2459591.5417;2022-Jan-12 01:00:00;-5.4900577192E+07;1.3768095618E+08;1.1344648491E+04;-2.8884818277E+01;-1.0361786157E+01;8.3956121971E-02
2459591.5833;2022-Jan-12 02:00:00;-5.5004558949E+07;1.3764360521E+08;1.1647224458E+04;-2.8882812155E+01;-1.0388758676E+01;8.4140500111E-02
2459591.6250;2022-Jan-12 03:00:00;-5.5108533350E+07;1.3760615706E+08;1.1950451900E+04;-2.8880732031E+01;-1.0415772860E+01;8.4318052083E-02
2459591.6667;2022-Jan-12 04:00:00;-5.5212500130E+07;1.3756861159E+08;1.2254306240E+04;-2.8878577599E+01;-1.0442828203E+01;8.4488776356E-02
2459591.7083;2022-Jan-12 05:00:00;-5.5316459020E+07;1.3753096865E+08;1.2558762895E+04;-2.8876348557E+01;-1.0469924198E+01;8.4652671660E-02
2459591.7500;2022-Jan-12 06:00:00;-5.5420409750E+07;1.3749322809E+08;1.2863797280E+04;-2.8874044605E+01;-1.0497060340E+01;8.4809736985E-02
2459591.7917;2022-Jan-12 07:00:00;-5.5524352050E+07;1.3745538977E+08;1.3169384805E+04;-2.8871665445E+01;-1.0524236121E+01;8.4959971576E-02
2459591.8333;2022-Jan-12 08:00:00;-5.5628285650E+07;1.3741745354E+08;1.3475500878E+04;-2.8869210783E+01;-1.0551451033E+01;8.5103374937E-02
2459591.8750;2022-Jan-12 09:00:00;-5.5732210277E+07;1.3737941928E+08;1.3782120907E+04;-2.8866680327E+01;-1.0578704569E+01;8.5239946830E-02
2459591.9167;2022-Jan-12 10:00:00;-5.5836125657E+07;1.3734128683E+08;1.4089220297E+04;-2.8864073788E+01;-1.0605996219E+01;8.5369687267E-02
2459591.9583;2022-Jan-12 11:00:00;-5.5940031517E+07;1.3730305606E+08;1.4396774457E+04;-2.8861390880E+01;-1.0633325475E+01;8.5492596518E-02
2459592.0000;2022-Jan-12 12:00:00;-5.6043927580E+07;1.3726472684E+08;1.4704758795E+04;-2.8858631321E+01;-1.0660691825E+01;8.5608675106E-02
2459592.0417;2022-Jan-12 13:00:00;-5.6147813570E+07;1.3722629903E+08;1.5013148722E+04;-2.8855794828E+01;-1.0688094760E+01;8.5717923805E-02
2459592.0833;2022-Jan-12 14:00:00;-5.6251689210E+07;1.3718777251E+08;1.5321919652E+04;-2.8852881125E+01;-1.0715533767E+01;8.5820343643E-02
2459592.1250;2022-Jan-12 15:00:00;-5.6355554221E+07;1.3714914715E+08;1.5631047003E+04;-2.8849889935E+01;-1.0743008336E+01;8.5915935900E-02
2459592.1667;2022-Jan-12 16:00:00;-5.6459408324E+07;1.3711042281E+08;1.5940506199E+04;-2.8846820987E+01;-1.0770517954E+01;8.6004702107E-02
2459592.2083;2022-Jan-12 17:00:00;-5.6563251239E+07;1.3707159938E+08;1.6250272670E+04;-2.8843674010E+01;-1.0798062106E+01;8.6086644046E-02
2459592.2500;2022-Jan-12 18:00:00;-5.6667082683E+07;1.3703267672E+08;1.6560321850E+04;-2.8840448737E+01;-1.0825640279E+01;8.6161763750E-02
2459592.2917;2022-Jan-12 19:00:00;-5.6770902375E+07;1.3699365473E+08;1.6870629185E+04;-2.8837144903E+01;-1.0853251958E+01;8.6230063504E-02
2459592.3333;2022-Jan-12 20:00:00;-5.6874710032E+07;1.3695453327E+08;1.7181170126E+04;-2.8833762246E+01;-1.0880896628E+01;8.6291545844E-02
2459592.3750;2022-Jan-12 21:00:00;-5.6978505368E+07;1.3691531223E+08;1.7491920137E+04;-2.8830300508E+01;-1.0908573771E+01;8.6346213555E-02
2459592.4167;2022-Jan-12 22:00:00;-5.7082288100E+07;1.3687599150E+08;1.7802854690E+04;-2.8826759430E+01;-1.0936282871E+01;8.6394069676E-02
2459592.4583;2022-Jan-12 23:00:00;-5.7186057941E+07;1.3683657096E+08;1.8113949269E+04;-2.8823138760E+01;-1.0964023410E+01;8.6435117496E-02
2459592.5000;2022-Jan-13 00:00:00;-5.7289814603E+07;1.3679705049E+08;1.8425179370E+04;-2.8819438244E+01;-1.0991794868E+01;8.6469360555E-02
2459592.5417;2022-Jan-13 01:00:00;-5.7393557800E+07;1.3675743000E+08;1.8736520504E+04;-2.8815657635E+01;-1.1019596726E+01;8.6496802647E-02
2459592.5833;2022-Jan-13 02:00:00;-5.7497287242E+07;1.3671770936E+08;1.9047948193E+04;-2.8811796685E+01;-1.1047428463E+01;8.6517447817E-02
2459592.6250;2022-Jan-13 03:00:00;-5.7601002640E+07;1.3667788848E+08;1.9359437977E+04;-2.8807855151E+01;-1.1075289558E+01;8.6531300363E-02
2459592.6667;2022-Jan-13 04:00:00;-5.7704703702E+07;1.3663796724E+08;1.9670965410E+04;-2.8803832791E+01;-1.1103179489E+01;8.6538364839E-02
2459592.7083;2022-Jan-13 05:00:00;-5.7808390138E+07;1.3659794555E+08;1.9982506064E+04;-2.8799729367E+01;-1.1131097730E+01;8.6538646049E-02
2459592.7500;2022-Jan-13 06:00:00;-5.7912061656E+07;1.3655782330E+08;2.0294035527E+04;-2.8795544643E+01;-1.1159043760E+01;8.6532149056E-02
2459592.7917;2022-Jan-13 07:00:00;-5.8015717962E+07;1.3651760040E+08;2.0605529409E+04;-2.8791278384E+01;-1.1187017051E+01;8.6518879178E-02
2459592.8333;2022-Jan-13 08:00:00;-5.8119358762E+07;1.3647727675E+08;2.0916963337E+04;-2.8786930360E+01;-1.1215017077E+01;8.6498841987E-02
2459592.8750;2022-Jan-13 09:00:00;-5.8222983762E+07;1.3643685225E+08;2.1228312958E+04;-2.8782500343E+01;-1.1243043312E+01;8.6472043315E-02
2459592.9167;2022-Jan-13 10:00:00;-5.8326592666E+07;1.3639632681E+08;2.1539553942E+04;-2.8777988107E+01;-1.1271095226E+01;8.6438489253E-02
2459592.9583;2022-Jan-13 11:00:00;-5.8430185178E+07;1.3635570033E+08;2.1850661982E+04;-2.8773393428E+01;-1.1299172291E+01;8.6398186150E-02
2459593.0000;2022-Jan-13 12:00:00;-5.8533761000E+07;1.3631497274E+08;2.2161612792E+04;-2.8768716085E+01;-1.1327273976E+01;8.6351140617E-02
2459593.0417;2022-Jan-13 13:00:00;-5.8637319834E+07;1.3627414393E+08;2.2472382111E+04;-2.8763955861E+01;-1.1355399748E+01;8.6297359525E-02
2459593.0833;2022-Jan-13 14:00:00;-5.8740861382E+07;1.3623321383E+08;2.2782945706E+04;-2.8759112540E+01;-1.1383549076E+01;8.6236850010E-02
2459593.1250;2022-Jan-13 15:00:00;-5.8844385344E+07;1.3619218235E+08;2.3093279366E+04;-2.8754185909E+01;-1.1411721425E+01;8.6169619470E-02
2459593.1667;2022-Jan-13 16:00:00;-5.8947891420E+07;1.3615104941E+08;2.3403358910E+04;-2.8749175758E+01;-1.1439916260E+01;8.6095675573E-02
2459593.2083;2022-Jan-13 17:00:00;-5.9051379309E+07;1.3610981493E+08;2.3713160184E+04;-2.8744081879E+01;-1.1468133045E+01;8.6015026248E-02
2459593.2500;2022-Jan-13 18:00:00;-5.9154848709E+07;1.3606847883E+08;2.4022659062E+04;-2.8738904068E+01;-1.1496371244E+01;8.5927679698E-02
2459593.2917;2022-Jan-13 19:00:00;-5.9258299318E+07;1.3602704103E+08;2.4331831451E+04;-2.8733642121E+01;-1.1524630316E+01;8.5833644392E-02
2459593.3333;2022-Jan-13 20:00:00;-5.9361730831E+07;1.3598550146E+08;2.4640653286E+04;-2.8728295838E+01;-1.1552909723E+01;8.5732929072E-02
2459593.3750;2022-Jan-13 21:00:00;-5.9465142946E+07;1.3594386005E+08;2.4949100535E+04;-2.8722865024E+01;-1.1581208923E+01;8.5625542753E-02
2459593.4167;2022-Jan-13 22:00:00;-5.9568535358E+07;1.3590211674E+08;2.5257149200E+04;-2.8717349484E+01;-1.1609527375E+01;8.5511494724E-02
2459593.4583;2022-Jan-13 23:00:00;-5.9671907761E+07;1.3586027144E+08;2.5564775315E+04;-2.8711749025E+01;-1.1637864534E+01;8.5390794550E-02
2459593.5000;2022-Jan-14 00:00:00;-5.9775259849E+07;1.3581832409E+08;2.5871954950E+04;-2.8706063459E+01;-1.1666219856E+01;8.5263452075E-02
2459593.5417;2022-Jan-14 01:00:00;-5.9878591315E+07;1.3577627463E+08;2.6178664211E+04;-2.8700292600E+01;-1.1694592794E+01;8.5129477422E-02
2459593.5833;2022-Jan-14 02:00:00;-5.9981901853E+07;1.3573412300E+08;2.6484879241E+04;-2.8694436263E+01;-1.1722982803E+01;8.4988880994E-02
2459593.6250;2022-Jan-14 03:00:00;-6.0085191153E+07;1.3569186914E+08;2.6790576221E+04;-2.8688494269E+01;-1.1751389332E+01;8.4841673479E-02
2459593.6667;2022-Jan-14 04:00:00;-6.0188458908E+07;1.3564951298E+08;2.7095731370E+04;-2.8682466439E+01;-1.1779811831E+01;8.4687865850E-02
2459593.7083;2022-Jan-14 05:00:00;-6.0291704809E+07;1.3560705447E+08;2.7400320948E+04;-2.8676352598E+01;-1.1808249751E+01;8.4527469366E-02
2459593.7500;2022-Jan-14 06:00:00;-6.0394928544E+07;1.3556449356E+08;2.7704321257E+04;-2.8670152573E+01;-1.1836702537E+01;8.4360495573E-02
2459593.7917;2022-Jan-14 07:00:00;-6.0498129803E+07;1.3552183020E+08;2.8007708638E+04;-2.8663866195E+01;-1.1865169635E+01;8.4186956312E-02
2459593.8333;2022-Jan-14 08:00:00;-6.0601308277E+07;1.3547906432E+08;2.8310459478E+04;-2.8657493298E+01;-1.1893650491E+01;8.4006863713E-02
2459593.8750;2022-Jan-14 09:00:00;-6.0704463651E+07;1.3543619590E+08;2.8612550207E+04;-2.8651033716E+01;-1.1922144548E+01;8.3820230201E-02
